id_donante,antiguedad_meses,monto_promedio,canal_captacion,interes_causa,contactos_anuales,abandono
1605,56,25.89,Redes Sociales,Salud,5,0
1606,17,6.66,Calle,Niñez,4,1
1607,47,24.12,Redes Sociales,Animales,12,1
1608,36,21.12,Evento,Humanitaria,11,0
1609,6,33.11,Calle,Salud,6,0
1610,16,32.19,Referido,Humanitaria,5,1
1611,29,27.28,,Humanitaria,2,0
1612,36,47.56,Referido,Ambiente,4,0
1613,38,23.59,Calle,Ambiente,8,1
1614,37,7.74,Redes Sociales,Salud,6,1
1615,48,31.19,,Ambiente,11,0
1616,57,41.89,Email,Ambiente,3,1
1617,48,32.87,Redes Sociales,Ambiente,6,0
1618,10,26.43,Redes Sociales,Humanitaria,4,0
1619,41,32.4,Email,Salud,10,0
1620,36,48.39,Referido,Humanitaria,12,0
1621,29,21.25,Redes Sociales,Animales,1,0
1622,14,30.31,Redes Sociales,Humanitaria,12,1
1623,4,36.7,Evento,Animales,5,0
1624,44,32.54,Calle,Niñez,6,0
1625,56,27.52,Calle,Niñez,7,0
1626,42,25.74,Evento,Animales,5,0
1627,36,27.15,Calle,Animales,7,0
1628,50,35.32,Referido,Humanitaria,6,1
1629,45,34.74,,Animales,1,0
1630,13,50.95,Redes Sociales,Salud,5,0
1631,46,14.63,Referido,Niñez,8,0
1632,18,47.58,Email,Niñez,11,0
1633,33,27.96,Calle,Animales,5,0
1634,21,29.09,Calle,Ambiente,3,0
1635,16,38.59,Redes Sociales,Ambiente,6,1
1636,15,38.52,Calle,Animales,2,0
1637,54,41.57,Calle,Salud,4,0
1638,57,43.75,Redes Sociales,Ambiente,0,1
1639,5,29.6,Redes Sociales,Animales,9,0
1640,6,43.88,Evento,Salud,2,0
1641,38,23.71,Redes Sociales,Salud,7,1
1642,3,26.95,Evento,Humanitaria,8,0
1643,48,28.18,Redes Sociales,Salud,8,0
1644,12,24.73,Evento,Ambiente,9,0
1645,36,30.6,Redes Sociales,Ambiente,1,0
1646,33,38.96,Email,Animales,3,0
1647,36,36.51,Calle,Animales,4,0
1648,33,23.87,Referido,Salud,2,0
1649,31,23.04,Referido,Niñez,12,0
1650,21,21.45,Calle,Humanitaria,10,0
1651,27,30.89,,Niñez,0,0
1652,27,14.19,Calle,Salud,5,1
1653,8,21.09,Calle,Salud,9,0
1654,56,25.41,Referido,Niñez,1,0
1655,37,40.55,Calle,Humanitaria,8,0
1656,32,28.68,Redes Sociales,Niñez,0,0
1657,26,40.06,Redes Sociales,Animales,10,1
1658,2,31.88,Evento,Ambiente,8,1
1659,12,25.26,Calle,Animales,6,0
1660,22,25.67,Calle,Ambiente,10,1
1661,17,18.34,Evento,Salud,12,0
1662,7,54.03,Email,Humanitaria,9,0
1663,43,41.11,Calle,Niñez,1,0
1664,4,36.04,Redes Sociales,Humanitaria,5,0
1665,37,16.97,Redes Sociales,Niñez,7,0
1666,38,25.48,Redes Sociales,Animales,1,0
1667,32,20.25,Redes Sociales,Animales,4,0
1668,11,31.28,Redes Sociales,Niñez,12,1
1669,1,20.73,Redes Sociales,Humanitaria,11,1
1670,25,23.3,Redes Sociales,Niñez,10,0
1671,42,20.99,Redes Sociales,Salud,5,0
1672,52,27.6,Email,Animales,2,0
1673,24,30.71,Redes Sociales,Salud,11,0
1674,53,27.87,Calle,Animales,1,1
1675,43,45.33,Calle,Animales,10,1
1676,56,38.11,Email,Ambiente,5,1
1677,17,22.17,Redes Sociales,Salud,2,0
1678,8,33.26,Evento,Salud,1,1
1679,59,22.99,Email,Ambiente,0,0
1680,45,26.05,Email,Humanitaria,7,0
1681,27,34.79,Email,Salud,0,0
1682,52,36.66,Redes Sociales,Niñez,11,1
1683,18,24.13,Redes Sociales,Ambiente,4,1
1684,27,18.95,Referido,Salud,10,0
1685,22,30.88,Email,Humanitaria,5,0
1686,16,34.35,Calle,Salud,10,1
1687,2,23.62,Calle,Animales,11,0
1688,5,38.17,,Niñez,11,0
1689,18,36.39,Referido,Ambiente,2,0
1690,3,23.47,Redes Sociales,Animales,6,0
1691,27,41.3,Evento,Humanitaria,1,1
1692,54,41.61,Calle,Animales,6,0
1693,17,50.68,Calle,Animales,1,0
1694,16,47.12,Redes Sociales,Humanitaria,4,0
1695,6,20.97,Redes Sociales,Animales,6,0
1696,51,39.25,Calle,Ambiente,10,0
1697,7,38.8,Redes Sociales,Salud,10,1
1698,50,26.52,Calle,Animales,2,0
1699,14,34.55,Redes Sociales,Ambiente,10,1
1700,38,11.22,Calle,Salud,3,1
1701,40,10.95,Calle,Salud,0,0
1702,15,12.85,Redes Sociales,Animales,2,0
1703,47,33.89,Evento,Ambiente,8,0
1704,47,34.37,Redes Sociales,Animales,9,0
1705,48,27.26,Redes Sociales,Humanitaria,4,0
1706,33,47.21,Email,Salud,7,0
1707,43,39.87,Evento,Animales,1,0
1708,27,14.02,Email,Salud,2,0
1709,29,28.28,Redes Sociales,Ambiente,6,0
1710,57,20.6,Referido,Niñez,9,0
1711,37,34.14,Referido,Animales,3,0
1712,5,29.69,Calle,Animales,8,0
1713,29,21.17,Calle,Salud,6,0
1714,32,46.94,Calle,Ambiente,10,0
1715,60,30.57,Evento,Humanitaria,11,1
1716,53,25.84,Email,Ambiente,0,0
1717,6,27.47,Email,Animales,3,0
1718,2,46.19,Email,Humanitaria,9,0
1719,6,39.11,Redes Sociales,Ambiente,10,0
1720,46,28.38,Referido,Niñez,5,0
1721,43,20.08,Email,Salud,5,0
1722,4,21.64,Redes Sociales,Ambiente,9,0
1723,56,25.18,Redes Sociales,Ambiente,5,0
1724,29,35.07,Referido,Niñez,4,0
1725,59,37.57,Calle,Animales,2,0
1726,25,22.74,Email,Salud,1,0
1727,9,38.01,Redes Sociales,Ambiente,2,1
1728,56,20.91,Referido,Humanitaria,8,0
1729,3,23.88,Redes Sociales,Ambiente,2,0
1730,26,15.5,Redes Sociales,Salud,2,0
1731,48,15.21,Redes Sociales,Ambiente,0,0
1732,43,20.81,Email,Niñez,1,0
1733,27,29.74,Referido,Ambiente,10,0
1734,36,20.06,Calle,Ambiente,11,0
1735,32,44.98,Evento,Humanitaria,2,0
1736,1,20.68,Email,Niñez,1,0
1737,57,31.84,,Niñez,7,0
1738,53,43.2,Email,Ambiente,5,0
1739,54,30.93,Calle,Humanitaria,6,0
1740,16,26.36,Evento,Ambiente,0,0
1741,51,31.47,Calle,Ambiente,5,0
1742,48,24.38,Evento,Salud,1,0
1743,11,19.99,Referido,Salud,12,0
1744,26,36.13,Calle,Humanitaria,5,0
1745,40,24.17,Redes Sociales,Animales,2,0
1746,55,39.37,Email,Salud,6,0
1747,1,37.96,Evento,Animales,2,0
1748,26,31.66,Calle,Niñez,8,0
1749,28,39.71,Email,Salud,2,0
1750,53,24.56,Calle,Salud,6,1
1751,58,37.84,,Humanitaria,11,0
1752,9,37.79,Email,Animales,3,0
1753,60,26.99,Calle,Salud,7,0
1754,59,25.7,Evento,Salud,1,0
1755,44,33.29,Redes Sociales,Humanitaria,7,1
1756,22,49.68,Referido,Humanitaria,8,0
1757,8,27.68,Calle,Animales,12,0
1758,58,25.49,Calle,Niñez,7,0
1759,49,41.78,Email,Niñez,5,0
1760,42,30.68,Referido,Ambiente,9,0
1761,27,38.66,Redes Sociales,Salud,0,0
1762,39,44.75,Evento,Animales,6,0
1763,19,10.93,Redes Sociales,Salud,0,0
1764,25,29.62,Referido,Animales,6,0
1765,38,27.7,Redes Sociales,Animales,1,0
1766,21,20.38,Calle,Animales,7,0
1767,24,10.81,Referido,Salud,1,1
1768,24,14.09,Email,Humanitaria,2,0
1769,60,31.04,Evento,Salud,12,0
1770,60,24.66,Email,Animales,11,0
1771,19,21.98,Redes Sociales,Ambiente,2,0
1772,50,30.94,Email,Niñez,0,1
1773,47,23.08,Redes Sociales,Animales,4,0
1774,2,42.9,Evento,Ambiente,4,0
1775,14,23.79,Referido,Humanitaria,9,0
1776,53,45.05,Redes Sociales,Animales,4,0
1777,32,29.7,Redes Sociales,Ambiente,12,0
1778,42,23.48,Referido,Animales,8,0
1779,32,22.75,Referido,Salud,5,0
1780,28,45.14,Calle,Ambiente,5,0
1781,48,36.96,Referido,Salud,2,0
1782,39,22.41,,Salud,4,0
1783,40,31.19,Redes Sociales,Ambiente,9,0
1784,42,6.41,Evento,Niñez,6,0
1785,47,16.68,Redes Sociales,Ambiente,2,0
1786,40,22.5,Email,Niñez,1,1
1787,13,22.25,Calle,Animales,4,0
1788,12,42.13,Calle,Animales,2,1
1789,8,10.86,Calle,Ambiente,4,0
1790,15,15.72,Email,Animales,8,0
1791,26,34.52,Redes Sociales,Humanitaria,10,0
1792,12,32.3,Calle,Salud,9,0
1793,43,26.5,Calle,Salud,0,0
1794,51,50.52,,Niñez,3,0
1795,46,36.17,Redes Sociales,Animales,9,0
1796,27,42.23,Email,Niñez,4,0
1797,18,29.49,,Salud,1,0
1798,45,24.56,Calle,Salud,11,0
1799,36,24.68,Referido,Animales,1,0
1800,49,39.28,,Humanitaria,0,1
1801,51,37.73,Referido,Humanitaria,7,0
1802,27,27.81,,Animales,1,1
1803,9,34.72,Calle,Animales,2,0
1804,55,39.63,Calle,Niñez,11,1
1805,39,24.36,Calle,Animales,1,1
1806,1,26.57,Referido,Humanitaria,3,1
1807,7,34.47,Email,Animales,0,0
1808,26,12.11,Email,Niñez,2,1
1809,7,34.66,Calle,Niñez,4,1
1810,52,18.75,Redes Sociales,Niñez,9,0
1811,7,39.42,Email,Niñez,0,0
1812,8,51.48,Email,Ambiente,3,1
1813,16,23.03,Redes Sociales,Animales,5,0
1814,3,16.5,Email,Salud,3,0
1815,45,28.2,Email,Animales,6,1
1816,10,27.35,Calle,Ambiente,6,1
1817,50,36.61,Calle,Niñez,5,1
1818,7,32.34,Evento,Ambiente,8,0
1819,21,27.04,Redes Sociales,Humanitaria,1,0
1820,53,30.91,Evento,Humanitaria,12,1
1821,37,18.78,Email,Animales,9,0
1822,31,38.29,Redes Sociales,Animales,7,0
1823,23,46.18,Evento,Salud,7,0
1824,57,18.02,Evento,Salud,10,0
1825,27,14.21,Calle,Humanitaria,9,0
1826,56,25.98,Email,Niñez,10,0
1827,22,17.79,Evento,Ambiente,3,0
1828,39,17.24,Evento,Salud,5,0
1829,57,15.98,Referido,Salud,10,0
1830,27,28.06,Calle,Niñez,5,0
1831,54,25.89,Redes Sociales,Niñez,4,0
1832,49,33.73,Calle,Animales,0,0
1833,4,24.37,Redes Sociales,Ambiente,2,0
1834,24,17.83,,Niñez,6,0
1835,23,29.83,Calle,Salud,7,0
1836,48,19.41,Calle,Salud,1,0
1837,19,35.12,Email,Humanitaria,2,0
1838,42,13.34,,Niñez,3,0
1839,3,8.35,Calle,Animales,10,0
1840,27,13.9,Calle,Ambiente,4,0
1841,3,25.82,Redes Sociales,Animales,2,1
1842,28,27.13,Referido,Salud,4,1
1843,17,31.37,,Animales,7,0
1844,31,24.35,Email,Salud,7,0
1845,10,21.53,Redes Sociales,Salud,1,1
1846,49,44.33,Calle,Salud,5,0
1847,22,41.69,Redes Sociales,Salud,3,0
1848,30,3986.2,Email,Salud,8,0
1849,49,33.09,Calle,Humanitaria,9,1
1850,21,33.89,Calle,Animales,1,0
1851,36,21.95,Redes Sociales,Humanitaria,7,0
1852,53,31.44,Referido,Humanitaria,0,0
1853,23,20.6,Redes Sociales,Niñez,10,1
1854,38,19.47,Email,Niñez,5,0
1855,12,13.83,Redes Sociales,Niñez,10,0
1856,25,34.06,Redes Sociales,Ambiente,10,0
1857,54,31.64,Redes Sociales,Niñez,11,0
1858,57,26.97,Calle,Animales,9,0
1859,20,25.66,Calle,Humanitaria,12,0
1860,49,11.7,Redes Sociales,Animales,0,0
1861,49,32.56,Referido,Niñez,1,0
1862,42,26.84,Calle,Ambiente,2,0
1863,7,38.96,Calle,Ambiente,8,1
1864,29,31.46,Calle,Humanitaria,4,0
1865,48,37.06,Calle,Animales,9,0
1866,29,29.93,Calle,Salud,9,0
1867,13,31.82,Redes Sociales,Animales,11,0
1868,3,39.31,Redes Sociales,Niñez,1,0
1869,2,28.08,Email,Salud,9,0
1870,16,34.72,Email,Ambiente,4,0
1871,30,25.56,Evento,Humanitaria,4,0
1872,38,28.69,Redes Sociales,Humanitaria,0,0
1873,6,45.94,Calle,Ambiente,2,1
1874,45,36.41,Calle,Niñez,4,0
1875,7,24.59,Redes Sociales,Ambiente,8,0
1876,5,34.23,Redes Sociales,Niñez,9,0
1877,56,17.2,,Salud,0,0
1878,7,27.79,Referido,Ambiente,7,0
1879,34,20.47,Redes Sociales,Niñez,0,0
1880,32,34.52,Redes Sociales,Salud,8,1
1881,49,28.11,Redes Sociales,Ambiente,5,0
1882,13,32.83,Referido,Humanitaria,0,0
1883,30,37.74,Redes Sociales,Ambiente,7,0
1884,25,25.4,,Animales,4,0
1885,21,25.76,Referido,Ambiente,6,0
1886,60,29.63,Redes Sociales,Animales,6,0
1887,59,21.4,Referido,Salud,6,0
1888,21,29.89,Redes Sociales,Ambiente,5,0
1889,28,30.42,Redes Sociales,Salud,10,0
1890,48,32.29,Redes Sociales,Salud,7,0
1891,58,34.2,Referido,Niñez,8,1
1892,20,13.97,Email,Salud,11,0
1893,34,17.15,Email,Salud,1,0
1894,5,18.33,Evento,Ambiente,6,0
1895,18,30.93,Referido,Ambiente,1,0
1896,60,27.16,Redes Sociales,Humanitaria,5,0
1897,39,7.32,Redes Sociales,Niñez,1,1
1898,43,49.47,Email,Salud,9,0
1899,57,10.11,,Niñez,5,0
1900,57,30.3,Redes Sociales,Animales,1,0
1901,11,35.63,Redes Sociales,Salud,0,0
1902,54,22.8,Redes Sociales,Niñez,6,0
1903,17,36.4,Redes Sociales,Humanitaria,2,0
1904,48,19.92,Calle,Humanitaria,11,1
1905,45,31.71,Calle,Salud,12,0
1906,22,8.19,Email,Animales,3,0
1907,37,41.73,Email,Humanitaria,12,0
1908,20,30.01,Evento,Humanitaria,5,0
1909,48,14.05,Redes Sociales,Animales,4,0
1910,60,36.29,Evento,Niñez,3,1
1911,54,46.32,Calle,Humanitaria,8,0
1912,54,20.74,Redes Sociales,Ambiente,5,1
1913,48,27.9,Calle,Humanitaria,5,0
1914,48,24.85,Calle,Niñez,1,0
1915,46,22.3,Calle,Niñez,5,0
1916,6,21.24,Calle,Salud,6,0
1917,34,23.54,Redes Sociales,Ambiente,7,1
1918,14,24.08,Email,Niñez,7,0
1919,48,26.44,Referido,Animales,8,1
1920,23,25.71,Redes Sociales,Ambiente,9,0
1921,20,37.61,Email,Ambiente,10,0
1922,13,36.72,Calle,Animales,12,0
1923,47,14.66,Email,Humanitaria,11,0
1924,44,24.06,Referido,Animales,2,0
1925,41,42.51,Calle,Animales,9,0
1926,32,32.94,Redes Sociales,Humanitaria,6,1
1927,26,33.34,Redes Sociales,Humanitaria,6,0
1928,50,32.39,Calle,Humanitaria,0,0
1929,53,27.38,Calle,Humanitaria,7,0
1930,14,29.59,,Humanitaria,3,0
1931,52,25.96,Redes Sociales,Animales,4,0
1932,57,38.56,Email,Salud,5,1
1933,36,26.05,Email,Salud,2,0
1934,8,28.87,,Niñez,4,0
1935,40,37.35,Redes Sociales,Salud,9,0
1936,22,26.72,Redes Sociales,Salud,4,1
1937,22,29.29,Redes Sociales,Animales,0,0
1938,16,26.42,Email,Humanitaria,2,1
1939,27,29.11,Redes Sociales,Humanitaria,2,0
1940,56,26.76,Calle,Animales,0,0
1941,60,24.64,Redes Sociales,Salud,12,0
1942,60,22.92,Calle,Animales,6,0
1943,10,28.28,Referido,Niñez,0,0
1944,25,40.18,Email,Humanitaria,6,0
1945,31,36.24,Redes Sociales,Ambiente,3,0
1946,21,14.21,Redes Sociales,Niñez,8,1
1947,27,25.71,Redes Sociales,Niñez,6,0
1948,17,23.62,Email,Animales,4,1
1949,33,14.38,Email,Salud,6,0
1950,31,32.75,Calle,Humanitaria,8,0
1951,50,29.04,Calle,Ambiente,9,1
1952,42,50.23,Referido,Niñez,5,0
1953,26,26.66,,Ambiente,0,0
1954,21,22.24,Email,Salud,5,0
1955,36,21.27,Calle,Salud,0,1
1956,1,25.48,Evento,Ambiente,12,1
1957,4,35.9,,Humanitaria,11,0
1958,4,37.05,Redes Sociales,Salud,3,0
1959,26,59.26,Redes Sociales,Ambiente,7,0
1960,4,17.93,Referido,Niñez,4,1
1961,49,30.86,Redes Sociales,Ambiente,4,0
1962,9,23.16,Calle,Ambiente,12,0
1963,30,33.5,Redes Sociales,Animales,9,0
1964,51,43.83,Evento,Salud,10,0
1965,45,38.62,Redes Sociales,Humanitaria,7,0
1966,4,17.92,Evento,Humanitaria,7,0
1967,5,36.85,Referido,Animales,0,0
1968,45,8.87,Redes Sociales,Humanitaria,12,0
1969,23,6.2,Calle,Ambiente,12,1
1970,16,27.51,Calle,Animales,4,0
1971,22,36.11,Referido,Niñez,11,0
1972,37,33.48,Email,Salud,4,0
1973,8,49.06,Referido,Salud,7,0
1974,48,31.09,Redes Sociales,Salud,0,0
1975,33,28.93,Redes Sociales,Ambiente,6,1
1976,55,41.55,Redes Sociales,Niñez,6,0
1977,60,26.26,Calle,Animales,12,0
1978,38,33.89,Redes Sociales,Animales,8,0
1979,43,34.49,Calle,Salud,1,0
1980,16,20.28,Calle,Niñez,2,1
1981,5,33.87,Evento,Niñez,3,0
1982,16,51.85,Referido,Niñez,0,0
1983,7,41.37,Redes Sociales,Humanitaria,6,0
1984,51,21.61,Redes Sociales,Humanitaria,9,0
1985,1,53.39,Referido,Salud,2,0
1986,9,36.89,Calle,Niñez,2,0
1987,18,34.24,Referido,Niñez,2,0
1988,45,29.03,Calle,Animales,7,0
1989,58,36.83,Redes Sociales,Animales,8,0
1990,47,31.12,Email,Salud,9,0
1991,3,30.2,Referido,Niñez,12,0
1992,24,28.67,Referido,Salud,1,0
1993,28,39.74,Redes Sociales,Animales,9,0
1994,10,38.63,Calle,Animales,9,1
1995,9,28.51,Evento,Humanitaria,0,0
1996,13,14.81,Redes Sociales,Salud,8,0
1997,48,30.36,Email,Salud,5,1
1998,35,22.82,Redes Sociales,Niñez,8,1
1999,54,25.26,Email,Niñez,5,0
2000,23,28.75,Calle,Humanitaria,1,0
2001,47,19.4,Redes Sociales,Ambiente,0,0
2002,17,13.9,Calle,Ambiente,7,1
2003,46,32.92,Email,Ambiente,2,0
2004,7,30.27,Referido,Salud,0,0
2005,52,29.89,Email,Salud,7,1
2006,16,35.11,Referido,Animales,11,0
2007,53,23.4,Referido,Salud,0,0
2008,40,33.32,Email,Salud,7,0
2009,36,43.37,Redes Sociales,Salud,0,0
2010,20,27.45,Calle,Humanitaria,8,0
2011,24,48.99,Redes Sociales,Salud,8,0
2012,47,30.5,Email,Niñez,11,0
2013,5,21.48,Email,Niñez,12,1
2014,45,38.5,Redes Sociales,Animales,8,0
2015,6,28.87,Referido,Humanitaria,2,0
2016,28,40.53,Email,Niñez,3,0
2017,59,34.13,Redes Sociales,Humanitaria,4,0
2018,5,26.72,,Humanitaria,5,0
2019,49,45.21,Email,Animales,8,0
2020,39,25.01,Redes Sociales,Humanitaria,12,0
2021,38,8.34,Referido,Salud,10,1
2022,2,38.81,Redes Sociales,Humanitaria,11,0
2023,43,33.5,Email,Animales,3,1
2024,39,42.84,Email,Animales,5,0
2025,54,21.18,Email,Animales,12,0
2026,21,27.53,Calle,Niñez,0,0
2027,40,26.4,Email,Salud,1,1
2028,37,39.34,Email,Niñez,7,0
2029,59,36.51,Evento,Ambiente,3,0
2030,18,32.15,Email,Salud,9,1
2031,54,32.21,Redes Sociales,Humanitaria,6,1
2032,48,18.49,Calle,Animales,3,1
2033,46,37.69,Redes Sociales,Ambiente,8,0
2034,12,37.89,Redes Sociales,Salud,8,1
2035,17,52.91,Redes Sociales,Niñez,3,0
2036,37,34.71,Referido,Animales,12,0
2037,46,36.32,,Niñez,7,0
2038,38,34.78,Referido,Salud,5,0
2039,15,23.03,Redes Sociales,Salud,0,0
2040,7,42.49,Evento,Ambiente,6,0
2041,14,29.44,Calle,Humanitaria,0,0
2042,50,28.07,Referido,Niñez,2,0
2043,1,28.65,,Ambiente,7,0
2044,38,29.34,Calle,Animales,8,0
2045,3,25.14,Email,Humanitaria,2,0
2046,37,32.15,Calle,Ambiente,0,0
2047,44,29.03,Redes Sociales,Niñez,0,0
2048,31,28.18,Redes Sociales,Salud,6,0
2049,43,34.9,Email,Animales,4,0
2050,13,30.76,,Niñez,12,0
2051,48,24.46,Email,Humanitaria,0,0
2052,18,22.36,Calle,Humanitaria,5,0
2053,17,30.98,Email,Salud,5,0
2054,17,22.53,Referido,Salud,3,0
2055,11,21.81,,Animales,6,1
2056,20,21.96,Evento,Animales,6,0
2057,10,32.55,Referido,Salud,11,0
2058,29,41.94,Calle,Salud,8,1
2059,48,33.48,Calle,Humanitaria,11,1
2060,34,38.87,Calle,Salud,0,0
2061,17,29.3,Email,Ambiente,4,0
2062,54,31.42,Email,Niñez,9,0
2063,52,46.53,Referido,Salud,2,0
2064,42,38.29,Calle,Animales,6,0
2065,13,39.37,Calle,Ambiente,3,0
2066,44,27.36,Referido,Animales,3,1
2067,47,29.95,Redes Sociales,Ambiente,12,1
2068,39,34.06,Redes Sociales,Salud,11,1
2069,27,23.94,Evento,Niñez,0,0
2070,54,6.37,Redes Sociales,Animales,0,0
2071,53,33.96,Redes Sociales,Ambiente,9,0
2072,26,39.61,Redes Sociales,Humanitaria,1,0
2073,28,30.55,Redes Sociales,Salud,1,0
2074,13,24.04,,Niñez,0,0
2075,12,26.69,Email,Salud,7,1
2076,44,9.72,Calle,Humanitaria,5,1
2077,28,26.67,Evento,Niñez,5,0
2078,2,18.85,Referido,Humanitaria,9,0
2079,37,23.0,Redes Sociales,Salud,9,0
2080,57,18.34,Email,Ambiente,8,1
2081,57,17.19,Referido,Salud,4,0
2082,34,19.96,Redes Sociales,Salud,3,1
2083,23,36.33,Calle,Salud,10,0
2084,58,24.9,Email,Animales,5,1
2085,52,18.92,Email,Humanitaria,7,0
2086,45,37.54,Calle,Humanitaria,0,1
2087,29,31.29,Calle,Humanitaria,6,1
2088,35,6.36,,Animales,7,0
2089,11,39.96,Email,Ambiente,8,0
2090,48,30.72,,Salud,10,1
2091,33,37.7,Email,Ambiente,7,0
2092,51,27.75,Calle,Animales,6,0
2093,11,46.05,,Humanitaria,2,1
2094,9,26.18,,Salud,1,1
2095,14,6.36,Redes Sociales,Niñez,2,0
2096,9,21.11,Redes Sociales,Niñez,3,0
2097,39,35.02,Redes Sociales,Ambiente,3,0
2098,48,31.59,Redes Sociales,Humanitaria,5,0
2099,3,28.77,Referido,Niñez,11,1
2100,29,20.14,Evento,Ambiente,6,0
2101,19,30.18,Redes Sociales,Animales,11,1
2102,36,29.86,Email,Ambiente,3,0
2103,32,29.75,Email,Ambiente,9,0
2104,7,35.38,Email,Ambiente,5,1
2105,55,31.82,Email,Salud,8,0
2106,28,27.48,Redes Sociales,Ambiente,5,0
2107,44,19.97,Evento,Ambiente,2,1
2108,18,43.6,Referido,Salud,0,1
2109,60,49.82,Referido,Salud,10,0
2110,5,4744.21,Redes Sociales,Animales,9,0
2111,23,36.99,Email,Humanitaria,9,0
2112,55,13.25,Redes Sociales,Niñez,12,1
2113,22,12.03,,Niñez,4,1
2114,26,24.52,Calle,Ambiente,9,0
2115,42,29.45,Calle,Animales,9,0
2116,12,29.04,Calle,Ambiente,2,1
2117,40,31.94,Redes Sociales,Niñez,7,0
2118,19,16.08,Email,Salud,9,1
2119,47,46.07,Redes Sociales,Humanitaria,0,1
2120,1,45.05,Redes Sociales,Animales,10,1
2121,3,16.89,Email,Salud,1,0
2122,27,11.38,Email,Humanitaria,2,0
2123,18,29.1,Email,Animales,2,0
2124,50,42.62,Email,Animales,11,0
2125,30,29.68,Referido,Niñez,7,0
2126,2,32.6,Calle,Salud,4,0
2127,5,25.6,Redes Sociales,Animales,7,0
2128,29,31.46,Calle,Animales,10,0
2129,33,39.44,Evento,Humanitaria,10,0
2130,42,34.12,Redes Sociales,Niñez,5,1
2131,20,35.76,Referido,Ambiente,11,0
2132,30,13.37,Calle,Niñez,1,0
2133,42,51.38,Redes Sociales,Ambiente,10,0
2134,5,13.49,Redes Sociales,Salud,3,0
2135,50,31.56,Referido,Salud,8,1
2136,21,28.5,Redes Sociales,Animales,3,0
2137,58,28.93,Email,Salud,4,0
2138,15,38.7,,Animales,4,0
2139,20,22.92,Calle,Niñez,9,1
2140,8,25.67,Calle,Salud,7,0
2141,49,18.53,Email,Niñez,5,0
2142,31,41.22,Evento,Niñez,9,0
2143,12,32.66,Referido,Salud,6,0
2144,21,36.37,Calle,Niñez,5,0
2145,30,38.12,Redes Sociales,Salud,4,1
2146,27,49.91,Email,Salud,4,0
2147,44,48.17,Referido,Salud,2,1
2148,26,33.23,Referido,Ambiente,6,0
2149,33,31.58,Email,Niñez,12,0
2150,26,24.68,Email,Humanitaria,9,1
2151,26,37.44,Referido,Salud,4,0
2152,36,37.07,Email,Niñez,6,0
2153,40,22.71,Referido,Animales,1,1
2154,1,37.2,Referido,Salud,8,1
2155,59,40.08,Calle,Salud,7,0
2156,15,18.78,Referido,Humanitaria,4,0
2157,50,31.9,Redes Sociales,Ambiente,1,0
2158,1,29.34,Email,Ambiente,5,0
2159,11,29.95,Email,Salud,7,0
2160,55,20.47,Redes Sociales,Niñez,6,0
2161,2,11.73,Email,Animales,7,0
2162,1,22.45,Redes Sociales,Animales,3,0
2163,31,21.05,Evento,Niñez,2,1
2164,44,33.53,Referido,Salud,6,0
2165,16,33.7,Redes Sociales,Animales,1,0
2166,54,33.13,Email,Ambiente,4,1
2167,22,16.03,Email,Niñez,12,0
2168,42,18.8,Calle,Humanitaria,6,0
2169,18,23.83,Redes Sociales,Salud,0,0
2170,47,30.23,Redes Sociales,Niñez,3,1
2171,17,26.65,Calle,Animales,1,0
2172,30,33.11,Email,Salud,5,0
2173,10,39.75,Calle,Ambiente,11,1
2174,35,20.01,Redes Sociales,Salud,0,0
2175,58,20.39,Calle,Salud,6,1
2176,21,31.35,,Ambiente,2,0
2177,16,29.18,Referido,Ambiente,11,1
2178,6,37.43,Redes Sociales,Salud,0,0
2179,3,30.08,Referido,Ambiente,7,1
2180,41,47.41,Calle,Niñez,6,1
2181,43,14.12,Email,Ambiente,1,1
2182,21,38.4,Evento,Ambiente,6,0
2183,13,31.99,Calle,Salud,2,1
2184,18,15.97,Email,Niñez,12,0
2185,58,9.32,Redes Sociales,Humanitaria,8,0
2186,54,18.75,Email,Humanitaria,7,1
2187,60,42.09,Referido,Animales,4,0
2188,24,40.95,Redes Sociales,Ambiente,6,0
2189,27,28.71,Evento,Ambiente,2,0
2190,54,26.38,Referido,Niñez,0,0
2191,4,21.44,Redes Sociales,Humanitaria,0,0
2192,22,28.13,Calle,Animales,10,0
2193,24,25.26,Evento,Niñez,1,0
2194,40,47.1,Calle,Ambiente,7,0
2195,45,17.63,Redes Sociales,Humanitaria,0,1
2196,10,33.92,Email,Animales,10,0
2197,2,47.57,,Salud,11,1
2198,40,37.75,Email,Humanitaria,4,0
2199,6,18.76,Referido,Animales,8,0
2200,48,14.58,Redes Sociales,Niñez,11,0
2201,18,32.74,Referido,Salud,8,0
2202,17,31.51,Redes Sociales,Animales,1,0
2203,38,42.32,Redes Sociales,Animales,6,0
2204,45,35.48,Evento,Ambiente,10,0
2205,23,25.15,Calle,Humanitaria,0,0
2206,46,24.47,Referido,Ambiente,2,1
2207,30,16.94,Referido,Salud,5,0
2208,58,31.29,Calle,Animales,8,0
2209,21,15.96,Redes Sociales,Ambiente,9,1
2210,10,39.1,Email,Humanitaria,1,1
2211,56,35.89,Calle,Salud,6,0
2212,43,35.57,Calle,Niñez,3,0
2213,13,16.78,Redes Sociales,Ambiente,1,0
