id_donante,abandono,probabilidad_abandono,riesgo_categoria,antiguedad_meses,monto_promedio
1703,0,0.1,Bajo,47,33.89
1704,0,0.18,Bajo,47,34.37
1705,0,0.03,Bajo,48,27.26
1706,0,0.11,Bajo,33,47.21
1707,0,0.11,Bajo,43,39.87
1708,0,0.05,Bajo,27,14.02
1709,0,0.11,Bajo,29,28.28
1710,0,0.2,Bajo,57,20.6
1711,0,0.07,Bajo,37,34.14
1712,0,0.01,Bajo,5,29.69
1713,0,0.2,Bajo,29,21.17
1714,0,0.08,Bajo,32,46.94
1715,1,0.06,Bajo,60,30.57
1716,0,0.14,Bajo,53,25.84
1717,0,0.2,Bajo,6,27.47
1718,0,0.26,Bajo,2,46.19
1719,0,0.056247689463955634,Bajo,6,39.11
1720,0,0.08,Bajo,46,28.38
1721,0,0.1,Bajo,43,20.08
1722,0,0.05,Bajo,4,21.64
1723,0,0.11,Bajo,56,25.18
1724,0,0.18,Bajo,29,35.07
1725,0,0.42,Medio,59,37.57
1726,0,0.09,Bajo,25,22.74
1727,1,0.19624768946395563,Bajo,9,38.01
1728,0,0.1,Bajo,56,20.91
1729,0,0.13,Bajo,3,23.88
1730,0,0.01,Bajo,26,15.5
1731,0,0.41,Medio,48,15.21
1732,0,0.12,Bajo,43,20.81
1733,0,0.11,Bajo,27,29.74
1734,0,0.13,Bajo,36,20.06
1735,0,0.1,Bajo,32,44.98
1736,0,0.34,Bajo,1,20.68
1737,0,0.01,Bajo,57,31.84
1738,0,0.15624768946395565,Bajo,53,43.2
1739,0,0.04,Bajo,54,30.93
1740,0,0.05,Bajo,16,26.36
1741,0,0.05,Bajo,51,31.47
1742,0,0.2,Bajo,48,24.38
1743,0,0.23,Bajo,11,19.99
1744,0,0.1,Bajo,26,36.13
1745,0,0.08,Bajo,40,24.17
1746,0,0.1,Bajo,55,39.37
1747,0,0.09,Bajo,1,37.96
1748,0,0.24,Bajo,26,31.66
1749,0,0.04,Bajo,28,39.71
1750,1,0.34,Bajo,53,24.56
1751,0,0.07,Bajo,58,37.84
1752,0,0.12,Bajo,9,37.79
1753,0,0.05,Bajo,60,26.99
1754,0,0.14,Bajo,59,25.7
1755,1,0.16,Bajo,44,33.29
1756,0,0.03,Bajo,22,49.68
1757,0,0.08,Bajo,8,27.68
1758,0,0.06,Bajo,58,25.49
1759,0,0.25,Bajo,49,41.78
1760,0,0.04,Bajo,42,30.68
1761,0,0.01,Bajo,27,38.66
1762,0,0.07,Bajo,39,44.75
1763,0,0.05,Bajo,19,10.93
1764,0,0.1,Bajo,25,29.62
1765,0,0.02,Bajo,38,27.7
1766,0,0.03,Bajo,21,20.38
1767,1,0.6,Medio,24,10.81
1768,0,0.11,Bajo,24,14.09
1769,0,0.12,Bajo,60,31.04
1770,0,0.03,Bajo,60,24.66
1771,0,0.17,Bajo,19,21.98
1772,1,0.01,Bajo,50,30.94
1773,0,0.14,Bajo,47,23.08
1774,0,0.25,Bajo,2,42.9
1775,0,0.1,Bajo,14,23.79
1776,0,0.12,Bajo,53,45.05
1777,0,0.1,Bajo,32,29.7
1778,0,0.07,Bajo,42,23.48
1779,0,0.01,Bajo,32,22.75
1780,0,0.04,Bajo,28,45.14
1781,0,0.08,Bajo,48,36.96
1782,0,0.3,Bajo,39,22.41
1783,0,0.02,Bajo,40,31.19
1784,0,0.22,Bajo,42,6.41
1785,0,0.12,Bajo,47,16.68
1786,1,0.73,Alto,40,22.5
1787,0,0.12,Bajo,13,22.25
1788,1,0.41,Medio,12,42.13
1789,0,0.11,Bajo,8,10.86
1790,0,0.11,Bajo,15,15.72
1791,0,0.14,Bajo,26,34.52
1792,0,0.03,Bajo,12,32.3
1793,0,0.47,Medio,43,26.5
1794,0,0.05,Bajo,51,50.52
1795,0,0.21,Bajo,46,36.17
1796,0,0.12,Bajo,27,42.23
1797,0,0.23,Bajo,18,29.49
1798,0,0.06,Bajo,45,24.56
1799,0,0.04,Bajo,36,24.68
1800,1,0.66,Medio,49,39.28
1801,0,0.2,Bajo,51,37.73
1802,1,0.69,Medio,27,27.81
1803,0,0.15,Bajo,9,34.72
1804,1,0.7,Medio,55,39.63
1805,1,0.87,Alto,39,24.36
1806,1,0.73,Alto,1,26.57
1807,0,0.08,Bajo,7,34.47
1808,1,0.69,Medio,26,12.11
1809,1,0.67,Medio,7,34.66
1810,0,0.41,Medio,52,18.75
1811,0,0.01,Bajo,7,39.42
1812,1,0.7162476894639557,Alto,8,51.48
1813,0,0.15,Bajo,16,23.03
1814,0,0.02,Bajo,3,16.5
1815,1,0.29,Bajo,45,28.2
1816,1,0.55,Medio,10,27.35
1817,1,0.72,Alto,50,36.61
1818,0,0.21,Bajo,7,32.34
1819,0,0.19,Bajo,21,27.04
1820,1,0.08,Bajo,53,30.91
1821,0,0.34,Bajo,37,18.78
1822,0,0.11,Bajo,31,38.29
1823,0,0.15,Bajo,23,46.18
1824,0,0.08,Bajo,57,18.02
1825,0,0.09,Bajo,27,14.21
1826,0,0.1,Bajo,56,25.98
1827,0,0.02,Bajo,22,17.79
1828,0,0.24,Bajo,39,17.24
1829,0,0.08,Bajo,57,15.98
1830,0,0.07,Bajo,27,28.06
1831,0,0.02,Bajo,54,25.89
1832,0,0.35,Bajo,49,33.73
1833,0,0.03,Bajo,4,24.37
1834,0,0.17,Bajo,24,17.83
1835,0,0.03,Bajo,23,29.83
1836,0,0.38,Bajo,48,19.41
1837,0,0.18,Bajo,19,35.12
1838,0,0.2,Bajo,42,13.34
1839,0,0.41,Medio,3,8.35
1840,0,0.06,Bajo,27,13.9
1841,1,0.77,Alto,3,25.82
1842,1,0.66,Medio,28,27.13
1843,0,0.08,Bajo,17,31.37
1844,0,0.05,Bajo,31,24.35
1845,1,0.62,Medio,10,21.53
1846,0,0.15,Bajo,49,44.33
1847,0,0.05,Bajo,22,41.69
1848,0,0.16,Bajo,30,3986.2
1849,1,0.62,Medio,49,33.09
1850,0,0.03,Bajo,21,33.89
1851,0,0.01,Bajo,36,21.95
1852,0,0.07,Bajo,53,31.44
1853,1,0.71,Alto,23,20.6
1854,0,0.13,Bajo,38,19.47
1855,0,0.14,Bajo,12,13.83
1856,0,0.05,Bajo,25,34.06
1857,0,0.0,,54,31.64
1858,0,0.01,Bajo,57,26.97
1859,0,0.13,Bajo,20,25.66
1860,0,0.04,Bajo,49,11.7
1861,0,0.2,Bajo,49,32.56
1862,0,0.03,Bajo,42,26.84
1863,1,0.69,Medio,7,38.96
1864,0,0.12,Bajo,29,31.46
1865,0,0.04,Bajo,48,37.06
1866,0,0.06,Bajo,29,29.93
1867,0,0.1,Bajo,13,31.82
1868,0,0.43,Medio,3,39.31
1869,0,0.1,Bajo,2,28.08
1870,0,0.29,Bajo,16,34.72
1871,0,0.22,Bajo,30,25.56
1872,0,0.07,Bajo,38,28.69
1873,1,0.8,Alto,6,45.94
1874,0,0.07,Bajo,45,36.41
1875,0,0.1,Bajo,7,24.59
1876,0,0.01,Bajo,5,34.23
1877,0,0.05,Bajo,56,17.2
1878,0,0.05,Bajo,7,27.79
1879,0,0.04,Bajo,34,20.47
1880,1,0.79,Alto,32,34.52
1881,0,0.06,Bajo,49,28.11
1882,0,0.06,Bajo,13,32.83
1883,0,0.13624768946395563,Bajo,30,37.74
1884,0,0.15,Bajo,25,25.4
1885,0,0.03,Bajo,21,25.76
1886,0,0.01,Bajo,60,29.63
1887,0,0.09,Bajo,59,21.4
1888,0,0.07,Bajo,21,29.89
1889,0,0.02,Bajo,28,30.42
1890,0,0.09,Bajo,48,32.29
1891,1,0.59,Medio,58,34.2
1892,0,0.28,Bajo,20,13.97
1893,0,0.07,Bajo,34,17.15
1894,0,0.02,Bajo,5,18.33
1895,0,0.03,Bajo,18,30.93
1896,0,0.06,Bajo,60,27.16
1897,1,0.78,Alto,39,7.32
1898,0,0.07,Bajo,43,49.47
1899,0,0.04,Bajo,57,10.11
1900,0,0.05,Bajo,57,30.3
1901,0,0.02,Bajo,11,35.63
1902,0,0.05,Bajo,54,22.8
1903,0,0.03,Bajo,17,36.4
1904,1,0.84,Alto,48,19.92
1905,0,0.37,Bajo,45,31.71
1906,0,0.22,Bajo,22,8.19
1907,0,0.04,Bajo,37,41.73
1908,0,0.09,Bajo,20,30.01
1909,0,0.36,Bajo,48,14.05
1910,1,0.74,Alto,60,36.29
1911,0,0.04,Bajo,54,46.32
1912,1,0.7,Medio,54,20.74
1913,0,0.07,Bajo,48,27.9
1914,0,0.14,Bajo,48,24.85
1915,0,0.13,Bajo,46,22.3
1916,0,0.09,Bajo,6,21.24
1917,1,0.22,Bajo,34,23.54
1918,0,0.09,Bajo,14,24.08
1919,1,0.86,Alto,48,26.44
1920,0,0.03,Bajo,23,25.71
1921,0,0.03,Bajo,20,37.61
1922,0,0.07,Bajo,13,36.72
1923,0,0.16,Bajo,47,14.66
1924,0,0.41,Medio,44,24.06
1925,0,0.03,Bajo,41,42.51
1926,1,0.68,Medio,32,32.94
1927,0,0.12,Bajo,26,33.34
1928,0,0.1,Bajo,50,32.39
1929,0,0.32,Bajo,53,27.38
1930,0,0.02,Bajo,14,29.59
1931,0,0.14,Bajo,52,25.96
1932,1,0.62,Medio,57,38.56
1933,0,0.04,Bajo,36,26.05
1934,0,0.14,Bajo,8,28.87
1935,0,0.16,Bajo,40,37.35
1936,1,0.69,Medio,22,26.72
1937,0,0.06,Bajo,22,29.29
1938,1,0.84,Alto,16,26.42
1939,0,0.04,Bajo,27,29.11
1940,0,0.65,Medio,56,26.76
1941,0,0.02,Bajo,60,24.64
1942,0,0.04,Bajo,60,22.92
1943,0,0.01,Bajo,10,28.28
1944,0,0.03,Bajo,25,40.18
1945,0,0.01,Bajo,31,36.24
1946,1,0.76,Alto,21,14.21
1947,0,0.01,Bajo,27,25.71
1948,1,0.64,Medio,17,23.62
1949,0,0.05,Bajo,33,14.38
1950,0,0.12,Bajo,31,32.75
1951,1,0.78,Alto,50,29.04
1952,0,0.05,Bajo,42,50.23
1953,0,0.14,Bajo,26,26.66
1954,0,0.0,,21,22.24
1955,1,0.7,Medio,36,21.27
1956,1,0.72,Alto,1,25.48
1957,0,0.06,Bajo,4,35.9
1958,0,0.14,Bajo,4,37.05
1959,0,0.19624768946395563,Bajo,26,59.26
1960,1,0.74,Alto,4,17.93
1961,0,0.01,Bajo,49,30.86
1962,0,0.03,Bajo,9,23.16
1963,0,0.19,Bajo,30,33.5
1964,0,0.11,Bajo,51,43.83
1965,0,0.15,Bajo,45,38.62
1966,0,0.07,Bajo,4,17.92
1967,0,0.05,Bajo,5,36.85
1968,0,0.26,Bajo,45,8.87
1969,1,0.82,Alto,23,6.2
1970,0,0.04,Bajo,16,27.51
1971,0,0.54,Medio,22,36.11
1972,0,0.22,Bajo,37,33.48
1973,0,0.07,Bajo,8,49.06
1974,0,0.26,Bajo,48,31.09
1975,1,0.75,Alto,33,28.93
1976,0,0.04,Bajo,55,41.55
1977,0,0.05,Bajo,60,26.26
1978,0,0.31,Bajo,38,33.89
1979,0,0.12,Bajo,43,34.49
1980,1,0.74,Alto,16,20.28
1981,0,0.01,Bajo,5,33.87
1982,0,0.05,Bajo,16,51.85
1983,0,0.21,Bajo,7,41.37
1984,0,0.03,Bajo,51,21.61
1985,0,0.43,Medio,1,53.39
1986,0,0.07,Bajo,9,36.89
1987,0,0.11,Bajo,18,34.24
1988,0,0.06,Bajo,45,29.03
1989,0,0.04,Bajo,58,36.83
1990,0,0.09,Bajo,47,31.12
1991,0,0.29,Bajo,3,30.2
1992,0,0.05,Bajo,24,28.67
1993,0,0.12,Bajo,28,39.74
1994,1,0.72,Alto,10,38.63
1995,0,0.26,Bajo,9,28.51
1996,0,0.03,Bajo,13,14.81
1997,1,0.67,Medio,48,30.36
1998,1,0.72,Alto,35,22.82
1999,0,0.07,Bajo,54,25.26
2000,0,0.1,Bajo,23,28.75
2001,0,0.19,Bajo,47,19.4
2002,1,0.79,Alto,17,13.9
2003,0,0.12,Bajo,46,32.92
2004,0,0.08,Bajo,7,30.27
2005,1,0.78,Alto,52,29.89
2006,0,0.17,Bajo,16,35.11
2007,0,0.04,Bajo,53,23.4
2008,0,0.07,Bajo,40,33.32
2009,0,0.04,Bajo,36,43.37
2010,0,0.05,Bajo,20,27.45
2011,0,0.03,Bajo,24,48.99
2012,0,0.04,Bajo,47,30.5
2013,1,0.76,Alto,5,21.48
2014,0,0.07,Bajo,45,38.5
2015,0,0.05,Bajo,6,28.87
2016,0,0.02,Bajo,28,40.53
2017,0,0.1,Bajo,59,34.13
2018,0,0.11,Bajo,5,26.72
2019,0,0.09,Bajo,49,45.21
2020,0,0.5,Medio,39,25.01
2021,1,0.86,Alto,38,8.34
2022,0,0.16,Bajo,2,38.81
2023,1,0.8,Alto,43,33.5
2024,0,0.08,Bajo,39,42.84
2025,0,0.11,Bajo,54,21.18
2026,0,0.0,,21,27.53
2027,1,0.16,Bajo,40,26.4
2028,0,0.14,Bajo,37,39.34
2029,0,0.1,Bajo,59,36.51
2030,1,0.75,Alto,18,32.15
2031,1,0.61,Medio,54,32.21
2032,1,0.79,Alto,48,18.49
2033,0,0.09,Bajo,46,37.69
2034,1,0.72,Alto,12,37.89
2035,0,0.18,Bajo,17,52.91
2036,0,0.12,Bajo,37,34.71
2037,0,0.02,Bajo,46,36.32
2038,0,0.09,Bajo,38,34.78
2039,0,0.04,Bajo,15,23.03
2040,0,0.06,Bajo,7,42.49
2041,0,0.05,Bajo,14,29.44
2042,0,0.03,Bajo,50,28.07
2043,0,0.21,Bajo,1,28.65
2044,0,0.01,Bajo,38,29.34
2045,0,0.15,Bajo,3,25.14
2046,0,0.11,Bajo,37,32.15
2047,0,0.09,Bajo,44,29.03
2048,0,0.07,Bajo,31,28.18
2049,0,0.16,Bajo,43,34.9
2050,0,0.14,Bajo,13,30.76
2051,0,0.56,Medio,48,24.46
2052,0,0.02,Bajo,18,22.36
2053,0,0.19,Bajo,17,30.98
2054,0,0.23,Bajo,17,22.53
2055,1,0.81,Alto,11,21.81
2056,0,0.03,Bajo,20,21.96
2057,0,0.16,Bajo,10,32.55
2058,1,0.19,Bajo,29,41.94
2059,1,0.61,Medio,48,33.48
2060,0,0.06,Bajo,34,38.87
2061,0,0.34,Bajo,17,29.3
2062,0,0.04,Bajo,54,31.42
2063,0,0.35,Bajo,52,46.53
2064,0,0.04,Bajo,42,38.29
2065,0,0.08,Bajo,13,39.37
2066,1,0.7,Medio,44,27.36
2067,1,0.63,Medio,47,29.95
2068,1,0.73,Alto,39,34.06
2069,0,0.04,Bajo,27,23.94
2070,0,0.09,Bajo,54,6.37
2071,0,0.08,Bajo,53,33.96
2072,0,0.07,Bajo,26,39.61
2073,0,0.0,,28,30.55
2074,0,0.06,Bajo,13,24.04
2075,1,0.69,Medio,12,26.69
2076,1,0.7,Medio,44,9.72
2077,0,0.02,Bajo,28,26.67
2078,0,0.14,Bajo,2,18.85
2079,0,0.09,Bajo,37,23.0
2080,1,0.48,Medio,57,18.34
2081,0,0.03,Bajo,57,17.19
2082,1,0.64,Medio,34,19.96
2083,0,0.24,Bajo,23,36.33
2084,1,0.66,Medio,58,24.9
2085,0,0.35,Bajo,52,18.92
2086,1,0.69,Medio,45,37.54
2087,1,0.73,Alto,29,31.29
2088,0,0.24,Bajo,35,6.36
2089,0,0.3462476894639556,Bajo,11,39.96
2090,1,0.82,Alto,48,30.72
2091,0,0.15624768946395562,Bajo,33,37.7
2092,0,0.01,Bajo,51,27.75
2093,1,0.79,Alto,11,46.05
2094,1,0.66,Medio,9,26.18
2095,0,0.29,Bajo,14,6.36
2096,0,0.11,Bajo,9,21.11
2097,0,0.06,Bajo,39,35.02
2098,0,0.05,Bajo,48,31.59
2099,1,0.72,Alto,3,28.77
2100,0,0.08,Bajo,29,20.14
2101,1,0.76,Alto,19,30.18
2102,0,0.17,Bajo,36,29.86
2103,0,0.21,Bajo,32,29.75
2104,1,0.32,Bajo,7,35.38
2105,0,0.25,Bajo,55,31.82
2106,0,0.01,Bajo,28,27.48
2107,1,0.6,Medio,44,19.97
2108,1,0.2,Bajo,18,43.6
2109,0,0.02,Bajo,60,49.82
2110,0,0.13,Bajo,5,4744.21
2111,0,0.1,Bajo,23,36.99
2112,1,0.74,Alto,55,13.25
2113,1,0.68,Medio,22,12.03
2114,0,0.07,Bajo,26,24.52
2115,0,0.04,Bajo,42,29.45
2116,1,0.73,Alto,12,29.04
2117,0,0.0,,40,31.94
2118,1,0.72,Alto,19,16.08
2119,1,0.66,Medio,47,46.07
2120,1,0.84,Alto,1,45.05
2121,0,0.14,Bajo,3,16.89
2122,0,0.07,Bajo,27,11.38
2123,0,0.44,Medio,18,29.1
2124,0,0.03,Bajo,50,42.62
2125,0,0.06,Bajo,30,29.68
2126,0,0.09,Bajo,2,32.6
2127,0,0.19,Bajo,5,25.6
2128,0,0.06,Bajo,29,31.46
2129,0,0.03,Bajo,33,39.44
2130,1,0.07,Bajo,42,34.12
2131,0,0.05,Bajo,20,35.76
2132,0,0.23,Bajo,30,13.37
2133,0,0.11624768946395563,Bajo,42,51.38
2134,0,0.06,Bajo,5,13.49
2135,1,0.69,Medio,50,31.56
2136,0,0.01,Bajo,21,28.5
2137,0,0.57,Medio,58,28.93
2138,0,0.1,Bajo,15,38.7
2139,1,0.86,Alto,20,22.92
2140,0,0.04,Bajo,8,25.67
2141,0,0.03,Bajo,49,18.53
2142,0,0.01,Bajo,31,41.22
2143,0,0.0,,12,32.66
2144,0,0.19,Bajo,21,36.37
2145,1,0.14,Bajo,30,38.12
2146,0,0.05,Bajo,27,49.91
2147,1,0.73,Alto,44,48.17
2148,0,0.03,Bajo,26,33.23
2149,0,0.06,Bajo,33,31.58
2150,1,0.05,Bajo,26,24.68
2151,0,0.22,Bajo,26,37.44
2152,0,0.25,Bajo,36,37.07
2153,1,0.24,Bajo,40,22.71
2154,1,0.8,Alto,1,37.2
2155,0,0.1,Bajo,59,40.08
2156,0,0.04,Bajo,15,18.78
2157,0,0.01,Bajo,50,31.9
2158,0,0.25,Bajo,1,29.34
2159,0,0.12,Bajo,11,29.95
2160,0,0.05,Bajo,55,20.47
2161,0,0.18,Bajo,2,11.73
2162,0,0.12,Bajo,1,22.45
2163,1,0.6,Medio,31,21.05
2164,0,0.03,Bajo,44,33.53
2165,0,0.06,Bajo,16,33.7
2166,1,0.81,Alto,54,33.13
2167,0,0.02,Bajo,22,16.03
2168,0,0.06,Bajo,42,18.8
2169,0,0.0,,18,23.83
2170,1,0.57,Medio,47,30.23
2171,0,0.01,Bajo,17,26.65
2172,0,0.07,Bajo,30,33.11
2173,1,0.68,Medio,10,39.75
2174,0,0.07,Bajo,35,20.01
2175,1,0.67,Medio,58,20.39
2176,0,0.03,Bajo,21,31.35
2177,1,0.14,Bajo,16,29.18
2178,0,0.01,Bajo,6,37.43
2179,1,0.7,Medio,3,30.08
2180,1,0.75,Alto,41,47.41
2181,1,0.68,Medio,43,14.12
2182,0,0.02,Bajo,21,38.4
2183,1,0.64,Medio,13,31.99
2184,0,0.09,Bajo,18,15.97
2185,0,0.21,Bajo,58,9.32
2186,1,0.4,Bajo,54,18.75
2187,0,0.17,Bajo,60,42.09
2188,0,0.07624768946395563,Bajo,24,40.95
2189,0,0.01,Bajo,27,28.71
2190,0,0.13,Bajo,54,26.38
2191,0,0.11,Bajo,4,21.44
2192,0,0.01,Bajo,22,28.13
2193,0,0.05,Bajo,24,25.26
2194,0,0.03,Bajo,40,47.1
2195,1,0.66,Medio,45,17.63
2196,0,0.05,Bajo,10,33.92
2197,1,0.74,Alto,2,47.57
2198,0,0.05,Bajo,40,37.75
2199,0,0.06,Bajo,6,18.76
2200,0,0.13,Bajo,48,14.58
2201,0,0.11,Bajo,18,32.74
2202,0,0.0,,17,31.51
2203,0,0.06,Bajo,38,42.32
2204,0,0.01,Bajo,45,35.48
2205,0,0.01,Bajo,23,25.15
2206,1,0.68,Medio,46,24.47
2207,0,0.08,Bajo,30,16.94
2208,0,0.02,Bajo,58,31.29
2209,1,0.67,Medio,21,15.96
2210,1,0.14,Bajo,10,39.1
2211,0,0.03,Bajo,56,35.89
2212,0,0.04,Bajo,43,35.57
2213,0,0.16,Bajo,13,16.78
2214,0,0.04,Bajo,12,28.5
2215,0,0.06,Bajo,9,26.11
2216,0,0.03,Bajo,4,31.03
2217,1,0.43,Medio,39,35.29
2218,0,0.11,Bajo,24,24.86
2219,0,0.13,Bajo,54,25.24
2220,0,0.06,Bajo,34,36.8
2221,0,0.1,Bajo,39,18.71
2222,0,0.14,Bajo,41,22.53
2223,0,0.06,Bajo,5,30.06
2224,1,0.01,Bajo,15,39.0
2225,1,0.71,Alto,50,20.31
2226,0,0.11,Bajo,4,47.9
2227,1,0.76,Alto,51,16.49
2228,0,0.05,Bajo,52,45.5
2229,0,0.06,Bajo,58,42.0
2230,0,0.13,Bajo,39,15.7
2231,0,0.13,Bajo,58,13.68
2232,0,0.4,Bajo,8,37.2
2233,0,0.05,Bajo,49,26.23
2234,1,0.72,Alto,45,19.93
2235,0,0.11,Bajo,24,48.12
2236,0,0.09,Bajo,53,18.06
2237,0,0.32,Bajo,28,22.73
2238,0,0.05,Bajo,55,23.92
2239,0,0.56,Medio,43,7.99
2240,1,0.7,Medio,27,30.91
2241,0,0.41,Medio,1,20.88
2242,0,0.04,Bajo,34,38.11
2243,0,0.02,Bajo,17,39.41
2244,0,0.16,Bajo,37,32.32
2245,0,0.06,Bajo,38,32.43
2246,0,0.03,Bajo,26,31.64
2247,0,0.08,Bajo,57,23.0
2248,0,0.09,Bajo,24,23.85
2249,0,0.06,Bajo,39,43.23
2250,0,0.03,Bajo,60,37.35
2251,0,0.17,Bajo,21,32.06
2252,0,0.17,Bajo,30,36.0
2253,0,0.23,Bajo,47,29.39
2254,1,0.07,Bajo,51,31.85
2255,0,0.07,Bajo,48,35.95
2256,1,0.51,Medio,57,9.26
2257,1,0.06,Bajo,13,39.06
2258,1,0.6,Medio,37,38.34
2259,1,0.65,Medio,3,22.19
2260,0,0.08,Bajo,32,42.44
2261,1,0.81,Alto,35,7.83
2262,0,0.14,Bajo,19,33.53
2263,0,0.02,Bajo,14,30.4
2264,0,0.11,Bajo,48,26.91
2265,0,0.14,Bajo,22,30.19
2266,0,0.07,Bajo,17,35.83
2267,0,0.25,Bajo,59,11.94
2268,1,0.07,Bajo,4,40.01
2269,1,0.69,Medio,45,25.9
2270,0,0.09,Bajo,40,40.15
2271,0,0.02,Bajo,19,36.44
2272,0,0.04,Bajo,37,25.69
2273,0,0.19,Bajo,2,29.21
2274,1,0.74,Alto,15,29.79
2275,1,0.72,Alto,2,46.06
2276,0,0.08,Bajo,11,18.6
2277,0,0.21,Bajo,45,25.62
2278,0,0.08,Bajo,23,14.18
2279,0,0.14,Bajo,10,31.24
2280,0,0.11,Bajo,3,23.76
2281,1,0.72,Alto,5,24.98
2282,0,0.08,Bajo,3,44.85
2283,0,0.13,Bajo,38,21.77
2284,0,0.04,Bajo,13,28.4
2285,0,0.12,Bajo,42,25.41
2286,1,0.63,Medio,19,26.04
2287,0,0.22,Bajo,40,57.72
2288,1,0.6,Medio,50,12.65
2289,1,0.73,Alto,35,36.44
2290,1,0.09,Bajo,24,54.27
2291,0,0.03,Bajo,24,40.79
2292,0,0.14,Bajo,17,30.47
2293,1,0.89,Alto,40,18.27
2294,1,0.66,Medio,10,43.05
2295,1,0.7762476894639556,Alto,2,39.37
2296,0,0.12,Bajo,44,14.7
2297,0,0.0,,23,26.8
2298,1,0.66,Medio,6,17.94
2299,1,0.74,Alto,2,8.6
2300,0,0.06,Bajo,21,17.71
2301,0,0.09,Bajo,55,31.05
2302,0,0.03,Bajo,56,35.8
2303,0,0.06,Bajo,35,26.77
2304,0,0.0,,49,43.74
2305,0,0.12,Bajo,29,40.29
2306,0,0.05,Bajo,7,28.75
2307,0,0.23,Bajo,29,27.47
2308,0,0.08,Bajo,53,33.83
2309,0,0.01,Bajo,37,29.82
2310,0,0.1,Bajo,23,15.74
2311,0,0.02,Bajo,33,27.05
2312,0,0.01,Bajo,8,36.66
2313,1,0.76,Alto,12,43.15
2314,1,0.66,Medio,46,39.6
2315,0,0.14,Bajo,48,33.34
2316,0,0.47,Medio,10,44.57
2317,0,0.08,Bajo,15,34.24
2318,1,0.68,Medio,53,29.11
2319,0,0.12,Bajo,24,44.79
2320,0,0.13,Bajo,26,37.2
2321,1,0.2,Bajo,47,43.02
2322,0,0.07,Bajo,42,18.12
2323,0,0.04,Bajo,53,21.4
2324,0,0.07,Bajo,60,21.83
2325,0,0.1,Bajo,39,31.82
2326,1,0.75,Alto,58,48.24
2327,0,0.22,Bajo,3,18.61
2328,0,0.18,Bajo,2,39.05
2329,0,0.1,Bajo,6,17.97
2330,0,0.11,Bajo,21,51.18
2331,0,0.08,Bajo,9,14.03
2332,0,0.09,Bajo,10,37.4
2333,0,0.0,,36,38.8
2334,0,0.02,Bajo,59,36.2
2335,0,0.13,Bajo,3,21.23
2336,0,0.02,Bajo,41,19.44
2337,0,0.04,Bajo,24,42.72
2338,0,0.05,Bajo,22,40.48
2339,0,0.13,Bajo,49,40.35
2340,0,0.05,Bajo,14,41.56
2341,0,0.05,Bajo,42,14.64
2342,0,0.09,Bajo,45,14.34
2343,0,0.04,Bajo,44,23.29
2344,0,0.04,Bajo,27,25.2
2345,0,0.07,Bajo,33,24.14
2346,0,0.0,,60,32.77
2347,0,0.04,Bajo,22,41.15
2348,0,0.04,Bajo,29,27.06
2349,1,0.69,Medio,19,21.85
2350,1,0.65,Medio,19,38.13
2351,0,0.12,Bajo,6,27.18
2352,1,0.64,Medio,45,31.07
2353,0,0.03,Bajo,19,26.68
2354,0,0.0,,13,33.4
2355,0,0.21,Bajo,59,19.86
2356,1,0.87,Alto,26,37.26
2357,0,0.09,Bajo,22,29.67
2358,0,0.12,Bajo,21,22.36
2359,1,0.77,Alto,36,35.31
2360,1,0.86,Alto,56,22.35
2361,0,0.09,Bajo,2,22.79
2362,0,0.09,Bajo,47,17.99
2363,0,0.15,Bajo,44,12.96
2364,0,0.16,Bajo,30,35.34
2365,1,0.14,Bajo,27,41.66
2366,0,0.11,Bajo,7,25.49
2367,1,0.7,Medio,20,22.02
2368,0,0.05,Bajo,50,11.88
2369,1,0.86,Alto,31,8.27
2370,0,0.13,Bajo,23,37.27
2371,0,0.07,Bajo,13,10.26
2372,0,0.02,Bajo,17,18.56
2373,0,0.08,Bajo,4,32.83
2374,0,0.08,Bajo,57,30.9
2375,0,0.11,Bajo,14,33.25
2376,0,0.08,Bajo,20,30.07
2377,0,0.06,Bajo,60,26.43
2378,0,0.23,Bajo,13,18.62
2379,0,0.07,Bajo,3,23.66
2380,0,0.1,Bajo,26,27.11
2381,0,0.26,Bajo,26,11.1
2382,0,0.46,Medio,18,22.14
2383,0,0.1,Bajo,32,26.28
2384,1,0.69,Medio,14,23.11
2385,0,0.07,Bajo,47,26.57
2386,0,0.04,Bajo,3,36.69
2387,0,0.12,Bajo,1,37.91
2388,0,0.09624768946395562,Bajo,26,45.11
2389,0,0.16,Bajo,24,14.92
2390,0,0.02,Bajo,49,25.79
2391,0,0.05,Bajo,35,42.28
2392,0,0.14,Bajo,14,12.54
2393,0,0.32,Bajo,3,18.24
2394,0,0.3,Bajo,13,23.84
2395,0,0.05,Bajo,47,50.44
2396,1,0.65,Medio,50,20.25
2397,0,0.11,Bajo,14,40.84
2398,0,0.01,Bajo,21,29.72
2399,1,0.78,Alto,26,18.54
2400,0,0.21,Bajo,3,58.0
2401,0,0.4,Bajo,51,31.95
2402,0,0.51,Medio,40,33.76
2403,1,0.79,Alto,4,35.35
2404,0,0.02,Bajo,36,34.57
2405,0,0.07,Bajo,51,51.52
2406,1,0.73,Alto,43,47.86
